Device,DateRecord,Speed,Longitude,Latitude,Ignition,Aux1,Valid,Valid GPS
Contractor D&G Blade 1,12/10/2021 14:02:29,0,-96.72965,43.55226,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:02:29,6.213711739,-96.71307,43.51578,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 14:02:33,6.213711739,-96.66151,43.54491,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:02:36,1.864113569,-96.72965,43.55223,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:02:36,13.67016602,-96.71273,43.51593,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:02:42,7.456454277,-96.74729,43.4892,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:02:46,12.42742348,-96.71209,43.51619,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:02:47,2.485484838,-96.74729,43.48931,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 14:02:53,0,-96.71498,43.57035,TRUE,TRUE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:02:55,2.485484838,-96.71178,43.51632,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:03:02,0,-96.74731,43.48943,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:03:10,0,-96.74731,43.48946,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:03:16,2.485484838,-96.72929,43.55254,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 14:03:16,6.835083008,-96.66084,43.54598,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 14:03:16,0,-96.71516,43.57035,TRUE,TRUE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:03:20,3.728227139,-96.71135,43.51644,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 14:03:34,1.864113569,-96.71498,43.57035,TRUE,TRUE,TRUE,TRUE
Street Sander SF829042,12/10/2021 14:03:36,0,-96.71498,43.57035,TRUE,TRUE,TRUE,TRUE
Street Sander SF829042,12/10/2021 14:03:37,1.242742419,-96.71498,43.57035,TRUE,TRUE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:03:41,10.56331062,-96.71117,43.51703,TRUE,FALSE,TRUE,TRUE
Street Sander SF829042,12/10/2021 14:03:50,0,-96.71498,43.57033,TRUE,TRUE,TRUE,FALSE
Street Sander SF829044,12/10/2021 14:03:51,0,-96.71462,43.57066,TRUE,TRUE,TRUE,TRUE
Street Sander SF829042,12/10/2021 14:03:52,0,-96.71498,43.57033,FALSE,TRUE,TRUE,FALSE
Contractor D&G Blade 1,12/10/2021 14:03:55,3.106855869,-96.72858,43.55256,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:04:03,10.56331062,-96.81081,43.51388,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:04:03,1.242742419,-96.74726,43.48946,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:04:04,0,-96.72847,43.55256,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:04:15,1.242742419,-96.72845,43.55256,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:04:16,8.699196815,-96.81078,43.51439,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:04:22,3.106855869,-96.72835,43.55251,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:04:24,0,-96.81078,43.5146,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 14:04:29,5.592340946,-96.66084,43.5478,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 14:04:31,0,-96.66084,43.54783,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:04:32,0,-96.74698,43.48956,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:04:33,0.62137121,-96.81075,43.51463,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 14:04:37,0.62137121,-96.66084,43.5478,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:04:38,0.62137121,-96.74698,43.48954,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:04:39,6.835083008,-96.81065,43.51472,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:04:39,0,-96.74698,43.48954,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:04:42,0.62137121,-96.74698,43.48954,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:04:49,1.242742419,-96.74703,43.48954,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 14:04:49,1.242742419,-96.71511,43.57038,TRUE,TRUE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 14:04:55,4.349598408,-96.66081,43.54808,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 14:04:55,2.485484838,-96.71511,43.57043,TRUE,TRUE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:04:57,6.835083008,-96.74718,43.48954,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:04:58,6.835083008,-96.80983,43.51472,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 14:05:00,0,-96.71511,43.57048,TRUE,TRUE,TRUE,TRUE
Street Sander SF829031,12/10/2021 14:05:00,0,-96.71634,43.57125,FALSE,FALSE,TRUE,FALSE
Street Sander SF829036,12/10/2021 14:05:02,1.242742419,-96.71511,43.57046,TRUE,TRUE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:05:05,8.699196815,-96.80973,43.51452,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:05:09,0,-96.80975,43.51447,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:05:10,1.242742419,-96.80975,43.51447,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:05:11,0.62137121,-96.74754,43.48954,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:05:12,13.67016602,-96.71117,43.52136,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 14:05:13,0,-96.71509,43.57035,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:05:14,6.835083008,-96.72837,43.55159,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 14:05:14,1.242742419,-96.71506,43.57035,TRUE,TRUE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:05:15,4.349598408,-96.80968,43.51452,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 14:05:16,0,-96.71506,43.57035,TRUE,TRUE,TRUE,TRUE
Street Sander SF829036,12/10/2021 14:05:18,1.242742419,-96.71506,43.57035,TRUE,TRUE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:05:20,0,-96.80958,43.5145,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:05:20,9.320568085,-96.71117,43.52172,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:05:21,3.106855869,-96.8096,43.51452,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:05:24,4.349598408,-96.74742,43.48941,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:05:25,0,-96.72839,43.55141,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 14:05:30,0,-96.71462,43.57069,TRUE,TRUE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:05:32,10.56331062,-96.80973,43.51475,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:05:33,0,-96.71117,43.52192,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:05:34,0,-96.72837,43.55141,TRUE,FALSE,TRUE,FALSE
Street Sander SF829036,12/10/2021 14:05:35,0,-96.71506,43.57033,TRUE,TRUE,TRUE,FALSE
Contractor D&G Blade 1,12/10/2021 14:05:38,0.62137121,-96.72837,43.55138,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:05:40,0,-96.72837,43.55138,TRUE,FALSE,TRUE,TRUE
Street Sander SF829036,12/10/2021 14:05:40,0,-96.71506,43.57033,FALSE,TRUE,TRUE,FALSE
Contractor D&G Blade 1,12/10/2021 14:05:41,0.62137121,-96.72837,43.55136,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:05:42,12.42742348,-96.81047,43.5148,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:05:42,9.941939354,-96.74742,43.4889,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:05:43,0.62137121,-96.71117,43.52197,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:05:47,0,-96.72835,43.55133,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:05:47,4.349598408,-96.71117,43.52202,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:05:48,6.213711739,-96.81078,43.51478,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:05:55,8.077825546,-96.81088,43.51465,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:05:55,4.349598408,-96.71104,43.5221,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:06:08,10.56331062,-96.7106,43.52207,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:06:11,3.728227139,-96.72835,43.55128,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:06:28,8.699196815,-96.74737,43.48713,TRUE,FALSE,TRUE,TRUE
Street Sander SF829034,12/10/2021 14:06:28,0,-96.71506,43.57033,FALSE,FALSE,TRUE,FALSE
Contractor D&G Blade 1,12/10/2021 14:06:32,5.592340946,-96.72837,43.5509,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 14:06:34,6.835083008,-96.66076,43.55057,TRUE,FALSE,TRUE,TRUE
Street Sander SF829034,12/10/2021 14:06:35,0,-96.71506,43.57033,FALSE,FALSE,TRUE,FALSE
Contractor Seal Pros Blade 2,12/10/2021 14:06:38,9.941939354,-96.70901,43.52207,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:06:41,8.699196815,-96.81085,43.51314,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:06:42,3.728227139,-96.70886,43.5221,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:06:45,10.56331062,-96.70873,43.52207,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:06:49,1.864113569,-96.72839,43.55075,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:06:50,3.728227139,-96.81083,43.51294,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:06:56,6.213711739,-96.72839,43.55062,TRUE,FALSE,TRUE,TRUE
Street Flusher SF820054,12/10/2021 14:06:56,0,-96.71375,43.57135,FALSE,FALSE,TRUE,FALSE
Contractor Seal Pros Blade 2,12/10/2021 14:06:59,9.941939354,-96.70792,43.52207,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:07:02,0,-96.72839,43.55057,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 14:07:02,7.456454277,-96.66087,43.55118,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:07:03,1.864113569,-96.72839,43.55057,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:07:04,0,-96.72839,43.55057,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:07:05,13.67016602,-96.81083,43.51245,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 14:07:09,0,-96.7146,43.57074,TRUE,TRUE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:07:10,0.62137121,-96.72839,43.55054,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:07:11,0,-96.72839,43.55054,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:07:13,0,-96.72842,43.55054,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:07:17,12.42742348,-96.81083,43.51183,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:07:19,0.62137121,-96.72842,43.55054,TRUE,FALSE,TRUE,TRUE
Street Sander SF829034,12/10/2021 14:07:19,0,-96.71506,43.57033,FALSE,FALSE,TRUE,FALSE
Contractor D&G Blade 1,12/10/2021 14:07:20,0,-96.72842,43.55054,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:07:23,1.242742419,-96.72842,43.55054,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:07:25,0,-96.72842,43.55054,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:07:38,0.62137121,-96.72842,43.55054,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:07:39,0,-96.72842,43.55054,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 14:07:40,9.941939354,-96.66258,43.5512,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:07:44,0.62137121,-96.72842,43.55054,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:07:46,0,-96.72839,43.55054,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:07:51,0.62137121,-96.72839,43.55054,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:07:51,7.456454277,-96.70515,43.52213,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:07:52,0,-96.72839,43.55054,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:07:55,0.62137121,-96.72839,43.55054,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:08:06,4.970969677,-96.70484,43.52251,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:08:07,6.835083008,-96.74737,43.48385,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 14:08:14,4.349598408,-96.66383,43.55118,TRUE,FALSE,TRUE,TRUE
Street Sander SF829040,12/10/2021 14:08:14,0,-96.71498,43.57035,FALSE,FALSE,TRUE,FALSE
Contractor Seal Pros Blade 2,12/10/2021 14:08:17,9.941939354,-96.70469,43.52284,TRUE,FALSE,TRUE,TRUE
Street Sander SF829040,12/10/2021 14:08:21,0,-96.71498,43.57035,FALSE,FALSE,TRUE,FALSE
Sander SF829027,12/10/2021 14:08:26,0,-96.71664,43.57113,FALSE,FALSE,TRUE,FALSE
Contractor Seal Pros Blade 2,12/10/2021 14:08:38,10.56331062,-96.70431,43.52364,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 14:08:48,0,-96.71449,43.57064,TRUE,TRUE,TRUE,TRUE
Street Sander SF829040,12/10/2021 14:08:48,0,-96.71498,43.57035,FALSE,FALSE,TRUE,FALSE
Contractor D&G Blade 1,12/10/2021 14:08:52,2.485484838,-96.72839,43.55,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:08:56,9.941939354,-96.81085,43.50764,TRUE,FALSE,TRUE,TRUE
Street Sander SF829035,12/10/2021 14:09:20,0,-96.71509,43.57033,FALSE,FALSE,TRUE,FALSE
Street Sander SF829035,12/10/2021 14:09:27,0,-96.71509,43.57033,FALSE,FALSE,TRUE,FALSE
Contractor Seal Pros Blade 2,12/10/2021 14:09:35,9.320568085,-96.70331,43.52591,TRUE,FALSE,TRUE,TRUE
Street Flusher SF820083,12/10/2021 14:09:42,0.62137121,-96.71521,43.57007,FALSE,FALSE,TRUE,FALSE
Contractor RMS Excavating Blade 2,12/10/2021 14:09:46,7.456454277,-96.74739,43.48101,TRUE,FALSE,TRUE,TRUE
Street Sander SF829044,12/10/2021 14:09:50,0,-96.71452,43.57064,FALSE,TRUE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 14:09:53,7.456454277,-96.66657,43.5512,TRUE,FALSE,TRUE,TRUE
Street Sander SF829035,12/10/2021 14:09:55,0,-96.71509,43.57033,FALSE,FALSE,TRUE,FALSE
Fleet Fuel Truck SF720021,12/10/2021 14:10:07,0,-96.71626,43.57084,FALSE,FALSE,TRUE,FALSE
Contractor Seal Pros Blade 2,12/10/2021 14:10:17,9.941939354,-96.70325,43.52765,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:10:29,7.456454277,-96.74737,43.47966,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:10:31,4.970969677,-96.72837,43.54857,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:10:35,8.077825546,-96.81083,43.50377,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:10:37,6.835083008,-96.72837,43.54844,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:10:37,0.62137121,-96.74739,43.47953,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:10:40,9.941939354,-96.70349,43.5285,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:10:41,2.485484838,-96.72837,43.54839,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:10:42,6.213711739,-96.72837,43.54839,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:10:43,2.485484838,-96.72837,43.54837,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:10:51,0,-96.74737,43.4794,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:11:00,1.864113569,-96.72842,43.54824,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:11:06,6.213711739,-96.70448,43.52904,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:11:19,0,-96.70459,43.52919,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:11:26,0.62137121,-96.74739,43.4794,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:11:30,4.970969677,-96.72839,43.54775,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 14:11:32,4.349598408,-96.66957,43.55123,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:11:37,0.62137121,-96.70459,43.52916,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:11:39,11.18468189,-96.81083,43.50116,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:11:48,8.699196815,-96.81083,43.5008,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:11:48,4.970969677,-96.70464,43.52929,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:11:51,0,-96.72839,43.54747,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:11:52,1.242742419,-96.72839,43.54747,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:11:53,0,-96.72839,43.54747,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:11:55,0,-96.81081,43.50067,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:11:56,3.106855869,-96.74744,43.47896,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:11:56,5.592340946,-96.70484,43.52937,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:12:01,0.62137121,-96.72837,43.54744,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:12:01,0.62137121,-96.81081,43.50067,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:12:05,6.213711739,-96.81081,43.50062,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:12:10,3.106855869,-96.72839,43.54734,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 14:12:10,6.835083008,-96.67069,43.5512,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:12:14,4.970969677,-96.81085,43.50044,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:12:21,5.592340946,-96.81104,43.50039,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:12:24,9.941939354,-96.70615,43.52937,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:12:26,0,-96.81111,43.50039,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 14:12:29,0,-96.67113,43.5512,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:12:30,1.242742419,-96.81111,43.50037,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:12:33,4.349598408,-96.70654,43.52937,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:12:38,9.941939354,-96.70676,43.52937,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:12:44,4.970969677,-96.81136,43.50034,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:12:47,5.592340946,-96.7489,43.47899,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:12:50,0,-96.81132,43.50029,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:12:56,0,-96.81132,43.50029,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:12:57,1.864113569,-96.81132,43.50029,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:13:04,10.56331062,-96.70807,43.52937,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:13:05,4.349598408,-96.74944,43.47889,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:13:10,3.728227139,-96.72835,43.54634,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 14:13:11,0,-96.6711,43.5512,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:13:14,18.01976395,-96.81026,43.50029,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:13:19,0,-96.70846,43.5294,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:13:23,0,-96.72835,43.54616,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:13:25,0.62137121,-96.70848,43.5294,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:13:26,0,-96.70848,43.5294,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:13:27,1.864113569,-96.70848,43.5294,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:13:35,6.213711739,-96.70873,43.5294,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:13:36,4.970969677,-96.75018,43.47855,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:13:38,4.349598408,-96.70884,43.5294,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:13:42,11.18468189,-96.70899,43.52937,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:13:49,0,-96.72835,43.54616,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:13:53,20.50524902,-96.8062,43.50031,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 14:13:54,0.62137121,-96.6711,43.5512,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:13:55,6.213711739,-96.70969,43.52937,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:13:57,5.592340946,-96.75077,43.47845,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 14:13:59,1.864113569,-96.67113,43.55118,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:14:08,0,-96.70994,43.52955,TRUE,FALSE,TRUE,TRUE
Contractor D&G Blade 1,12/10/2021 14:14:09,1.242742419,-96.72832,43.54614,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:14:09,0,-96.70994,43.52955,TRUE,FALSE,TRUE,TRUE
Street Sander SF829028,12/10/2021 14:14:15,0,-96.71332,43.57097,FALSE,FALSE,TRUE,FALSE
Contractor First Rate Blade 4,12/10/2021 14:14:19,22.9907341,-96.67262,43.5512,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:14:20,4.970969677,-96.75139,43.47853,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:14:28,19.26250648,-96.80231,43.50029,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:14:40,1.864113569,-96.70997,43.52952,TRUE,FALSE,TRUE,TRUE
Contractor RMS Excavating Blade 2,12/10/2021 14:14:44,4.970969677,-96.75192,43.47884,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:14:47,0,-96.70999,43.52945,TRUE,FALSE,TRUE,TRUE
Contractor First Rate Blade 4,12/10/2021 14:14:50,21.74799156,-96.6763,43.55118,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:14:54,2.485484838,-96.80072,43.50029,TRUE,FALSE,TRUE,TRUE
Contractor Prairie States Blade 1,12/10/2021 14:15:00,7.456454277,-96.80056,43.50029,TRUE,FALSE,TRUE,TRUE
Contractor Seal Pros Blade 2,12/10/2021 14:15:01,0.62137121,-96.70999,43.52945,TRUE,FALSE,TRUE,TRUE
