OID_,granularmo,GranularSe,GranularTo,servicetyp,speedmph,vehiclefle,vehicleid,xcoord,ycoord,reporttime
22959,C,0,591238,Idle,0,Fleet,H69,-87.94868,41.77432,1643971173
23274,M,0,30939,In Transit,31,Fleet,H74,-88.18823,41.80685,1643971174
23126,C,0,430478,Idle,0,Fleet,H78,-87.97888,41.96517,1643971174
23055,C,0,76849,Idle,0,Fleet,H85,-88.16732,41.80217,1643971174
23336,C,100,685917,Spreading,13,Fleet,H93,-88.13698,41.87677,1643971174
23119,C,0,239902,Idle,0,Fleet,H75,-88.07565,41.80805,1643971204
23234,C,100,685934,Spreading,15,Fleet,H93,-88.13908,41.87643,1643971204
23211,M,0,30939,In Transit,33,Fleet,H74,-88.18042,41.80725,1643971206
22868,C,0,430478,In Transit,6,Fleet,H78,-87.97875,41.96528,1643971206
23200,C,0,76849,Idle,0,Fleet,H85,-88.16732,41.80192,1643971206
24403,C,0,1004646,In Transit,8,Fleet,H67,-88.0402,41.921,1643971233
24131,C,0,430478,In Transit,24,Fleet,H78,-87.97872,41.96802,1643971234
24104,C,100,685934,Spreading,17,Fleet,H93,-88.14267,41.87543,1643971234
24029,M,0,30939,In Transit,35,Fleet,H74,-88.17675,41.80697,1643971235
24002,C,0,651325,In Transit,6,Fleet,H60,-88.03455,41.75048,1643971262
24008,C,0,559912,In Transit,6,Fleet,H70,-88.0147,41.80867,1643971263
24076,C,0,1004646,In Transit,6,Fleet,H67,-88.04037,41.91997,1643971265
24019,C,0,591238,Idle,0,Fleet,H69,-87.9576,41.77397,1643971266
24003,M,0,30939,In Transit,33,Fleet,H74,-88.17112,41.80958,1643971267
24055,C,0,430478,In Transit,22,Fleet,H78,-87.9787,41.9704,1643971267
24242,C,0,685984,Idle,0,Fleet,H93,-88.14595,41.87408,1643971294
24203,M,0,30939,Idle,0,Fleet,H74,-88.1678,41.8109,1643971295
24303,C,0,430481,In Transit,26,Fleet,H78,-87.97927,41.97327,1643971295
24016,C,0,76849,In Transit,2,Fleet,H85,-88.16735,41.80192,1643971295
24269,M,0,591238,Idle,0,Fleet,H69,-87.9576,41.77397,1643971323
24318,C,0,239902,In Transit,33,Fleet,H75,-88.08972,41.80832,1643971323
24157,C,0,1004646,In Transit,29,Fleet,H67,-88.04218,41.92353,1643971324
24010,C,0,685984,In Transit,4,Fleet,H93,-88.14615,41.87407,1643971324
24163,M,0,30939,In Transit,17,Fleet,H74,-88.16723,41.81098,1643971325
24122,C,0,430481,In Transit,31,Fleet,H78,-87.97963,41.9768,1643971325
24036,C,0,76858,In Transit,22,Fleet,H85,-88.16452,41.80132,1643971325
24071,C,0,559912,In Transit,11,Fleet,H70,-88.01122,41.81143,1643971352
24171,C,0,239902,In Transit,29,Fleet,H75,-88.09143,41.80617,1643971352
24115,C,0,1004646,In Transit,29,Fleet,H67,-88.04213,41.92713,1643971353
24191,M,0,30939,In Transit,31,Fleet,H74,-88.16808,41.81502,1643971353
24245,C,0,76865,In Transit,24,Fleet,H85,-88.16255,41.80113,1643971353
24082,C,100,685984,Spreading,15,Fleet,H93,-88.14703,41.87668,1643971353
24135,M,100,591238,Spreading,4,Fleet,H69,-87.95765,41.77397,1643971354
24090,C,0,430489,In Transit,20,Fleet,H78,-87.9798,41.98172,1643971354
24250,C,0,1004646,In Transit,29,Fleet,H67,-88.04207,41.93078,1643971383
24615,M,50,591238,Spreading,4,Fleet,H69,-87.95817,41.77397,1643971384
24079,M,0,30939,Idle,0,Fleet,H74,-88.16815,41.81623,1643971384
24311,C,0,430489,In Transit,8,Fleet,H78,-87.97967,41.98295,1643971384
24050,C,0,76865,In Transit,4,Fleet,H85,-88.16095,41.80105,1643971384
24560,C,150,686013,Spreading,13,Fleet,H93,-88.148,41.87938,1643971384
25375,C,0,239902,In Transit,29,Fleet,H75,-88.0911,41.79893,1643971413
25325,M,50,591238,Spreading,4,Fleet,H69,-87.95942,41.77393,1643971414
25301,C,100,686023,Spreading,11,Fleet,H93,-88.1486,41.88125,1643971414
25163,M,0,30939,In Transit,4,Fleet,H74,-88.16818,41.81625,1643971415
25442,C,0,430489,In Transit,33,Fleet,H78,-87.97522,41.98297,1643971415
25452,C,0,76865,In Transit,24,Fleet,H85,-88.1563,41.8012,1643971416
25558,C,0,651325,In Transit,6,Fleet,H60,-88.03067,41.73632,1643971450
25156,M,0,591238,Idle,0,Fleet,H69,-87.96007,41.77392,1643971450
25381,C,100,686023,Spreading,26,Fleet,H93,-88.14968,41.88442,1643971451
25352,M,0,30939,In Transit,29,Fleet,H74,-88.16835,41.82035,1643971452
25603,C,150,430489,Spreading,8,Fleet,H78,-87.97032,41.98292,1643971452
25894,C,0,76865,In Transit,22,Fleet,H85,-88.15353,41.80128,1643971452
25656,C,0,239902,In Transit,24,Fleet,H75,-88.09065,41.79172,1643971473
25197,C,0,430495,In Transit,29,Fleet,H78,-87.96668,41.98282,1643971474
25167,C,0,686031,In Transit,24,Fleet,H93,-88.15037,41.8864,1643971474
25261,M,0,30939,In Transit,38,Fleet,H74,-88.1684,41.82323,1643971475
25251,C,0,76865,In Transit,8,Fleet,H85,-88.15238,41.80035,1643971475
25203,C,100,651325,Spreading,29,Fleet,H60,-88.02983,41.72942,1643971502
25299,C,0,1004646,In Transit,15,Fleet,H67,-88.04232,41.93285,1643971502
25808,C,0,239902,Idle,0,Fleet,H75,-88.08928,41.7915,1643971503
25128,C,100,686031,Spreading,8,Fleet,H93,-88.15115,41.88822,1643971503
25266,M,0,30939,In Transit,24,Fleet,H74,-88.16817,41.82942,1643971504
25922,C,0,430495,In Transit,29,Fleet,H78,-87.9617,41.98257,1643971504
25739,C,0,76865,In Transit,4,Fleet,H85,-88.15185,41.79992,1643971504
25204,C,0,239902,In Transit,4,Fleet,H75,-88.09048,41.7911,1643971533
25356,C,0,686041,In Transit,15,Fleet,H93,-88.15282,41.88828,1643971534
25243,M,0,30939,Idle,0,Fleet,H74,-88.16817,41.82997,1643971535
25347,C,0,430499,In Transit,26,Fleet,H78,-87.95807,41.98208,1643971535
25623,C,0,76865,Idle,0,Fleet,H85,-88.152,41.80002,1643971535
25177,C,0,1004646,In Transit,29,Fleet,H67,-88.0502,41.93407,1643971539
25548,C,0,651361,In Transit,11,Fleet,H60,-88.03032,41.72718,1643971562
25321,C,0,1004646,In Transit,31,Fleet,H67,-88.05293,41.93458,1643971563
25306,C,0,239902,In Transit,29,Fleet,H75,-88.09065,41.79288,1643971563
25353,M,0,30939,In Transit,2,Fleet,H74,-88.16817,41.82997,1643971565
25157,C,0,430521,In Transit,11,Fleet,H78,-87.95365,41.9813,1643971565
26378,C,0,651361,In Transit,8,Fleet,H60,-88.03022,41.7287,1643971592
26605,C,0,1004646,In Transit,17,Fleet,H67,-88.05418,41.93585,1643971592
26322,M,0,591238,In Transit,35,Fleet,H69,-87.96523,41.77392,1643971592
26271,C,0,686041,In Transit,20,Fleet,H93,-88.15932,41.88717,1643971593
26304,M,0,30939,In Transit,35,Fleet,H74,-88.16828,41.83202,1643971594
26485,C,0,430521,In Transit,6,Fleet,H78,-87.95342,41.98125,1643971594
26697,M,0,591238,In Transit,35,Fleet,H69,-87.97187,41.77378,1643971622
26663,C,0,1004646,In Transit,20,Fleet,H67,-88.05412,41.93992,1643971623
26298,C,0,239902,In Transit,33,Fleet,H75,-88.09103,41.8005,1643971623
26470,M,0,30939,In Transit,42,Fleet,H74,-88.1702,41.8388,1643971624
26369,C,0,430521,In Transit,29,Fleet,H78,-87.94987,41.98053,1643971624
26268,C,0,686041,In Transit,33,Fleet,H93,-88.16273,41.8863,1643971624
26445,C,0,1004646,In Transit,11,Fleet,H67,-88.05393,41.94033,1643971653
26272,M,0,591238,Idle,0,Fleet,H69,-87.97402,41.77375,1643971653
26521,C,0,559912,In Transit,6,Fleet,H70,-87.9915,41.83145,1643971653
26410,M,0,30939,In Transit,24,Fleet,H74,-88.1709,41.84165,1643971654
26528,C,0,430521,In Transit,31,Fleet,H78,-87.94497,41.97933,1643971654
26341,C,0,686041,In Transit,35,Fleet,H93,-88.16913,41.88613,1643971654
26492,C,0,239902,In Transit,4,Fleet,H75,-88.09073,41.80735,1643971682
26805,C,300,559912,Spreading,26,Fleet,H70,-87.99143,41.83447,1643971683
26307,C,0,1004646,In Transit,17,Fleet,H67,-88.05087,41.94175,1643971684
26468,C,0,686041,In Transit,35,Fleet,H93,-88.17355,41.88605,1643971684
26316,M,0,30939,In Transit,38,Fleet,H74,-88.16748,41.84597,1643971685
26546,C,0,430521,In Transit,24,Fleet,H78,-87.9412,41.97645,1643971685
26518,C,0,559924,In Transit,24,Fleet,H70,-87.99147,41.83533,1643971713
26288,C,100,651361,Spreading,11,Fleet,H60,-88.02767,41.72762,1643971714
26478,C,0,686041,In Transit,31,Fleet,H93,-88.18345,41.88588,1643971714
26547,M,0,30939,In Transit,35,Fleet,H74,-88.16497,41.8484,1643971715
26770,C,0,430521,Idle,0,Fleet,H78,-87.93993,41.97593,1643971715
26730,C,0,1004646,In Transit,22,Fleet,H67,-88.05108,41.94587,1643971743
26705,M,0,591238,In Transit,35,Fleet,H69,-87.9844,41.77353,1643971743
26346,C,0,559924,In Transit,6,Fleet,H70,-87.99102,41.83775,1643971743
26282,M,0,30939,In Transit,35,Fleet,H74,-88.16215,41.85402,1643971744
26284,C,0,430521,In Transit,6,Fleet,H78,-87.93988,41.97592,1643971744
26942,C,0,686041,In Transit,11,Fleet,H93,-88.18475,41.88563,1643971744
28084,C,0,1004646,In Transit,22,Fleet,H67,-88.05125,41.94993,1643971773
28052,M,0,591238,In Transit,33,Fleet,H69,-87.99003,41.77342,1643971773
27431,C,0,686041,In Transit,15,Fleet,H93,-88.18473,41.88422,1643971773
27510,C,0,430521,In Transit,24,Fleet,H78,-87.93982,41.97305,1643971774
27439,M,0,30939,In Transit,11,Fleet,H74,-88.16072,41.85692,1643971775
27486,C,0,1004646,In Transit,15,Fleet,H67,-88.05133,41.95403,1643971803
27572,M,0,591238,In Transit,38,Fleet,H69,-87.99603,41.77332,1643971803
27425,C,0,559924,In Transit,6,Fleet,H70,-87.99067,41.84208,1643971803
27411,C,0,686050,In Transit,24,Fleet,H93,-88.18478,41.8815,1643971803
27933,C,0,430521,In Transit,31,Fleet,H78,-87.93978,41.96938,1643971804
28215,M,0,30939,In Transit,38,Fleet,H74,-88.15752,41.85703,1643971805
27504,C,0,686050,In Transit,26,Fleet,H93,-88.18482,41.8795,1643971833
27822,M,0,30939,In Transit,40,Fleet,H74,-88.14875,41.85718,1643971834
27448,C,0,430521,In Transit,20,Fleet,H78,-87.93977,41.96595,1643971834
27764,C,0,1004646,In Transit,31,Fleet,H67,-88.0529,41.95512,1643971864
27892,M,0,591238,In Transit,33,Fleet,H69,-88.00862,41.77307,1643971864
27423,C,0,686050,In Transit,26,Fleet,H93,-88.18367,41.877,1643971864
27395,C,0,430521,Idle,0,Fleet,H78,-87.93973,41.96418,1643971865
27748,M,0,30939,Idle,0,Fleet,H74,-88.14347,41.85755,1643971866
27512,C,0,1004646,In Transit,6,Fleet,H67,-88.05663,41.95598,1643971893
27971,M,0,591238,In Transit,35,Fleet,H69,-88.0146,41.77297,1643971893
27567,C,0,686050,In Transit,31,Fleet,H93,-88.17687,41.87598,1643971893
27585,M,0,30939,Idle,0,Fleet,H74,-88.14327,41.8576,1643971895
27842,C,0,559924,In Transit,11,Fleet,H70,-87.99137,41.83333,1643971922
27573,C,0,1004646,Idle,0,Fleet,H67,-88.05725,41.9567,1643971923
27489,M,0,591238,In Transit,35,Fleet,H69,-88.02027,41.77285,1643971923
27429,C,0,686050,In Transit,33,Fleet,H93,-88.17357,41.87523,1643971923
27420,M,0,30939,Idle,0,Fleet,H74,-88.14282,41.85762,1643971925
27534,C,0,430521,In Transit,15,Fleet,H78,-87.93948,41.96435,1643971925
29364,C,100,651556,Spreading,35,Fleet,H60,-88.00702,41.71902,1643971952
29217,M,0,591238,In Transit,33,Fleet,H69,-88.02598,41.77277,1643971953
28659,C,0,559935,In Transit,24,Fleet,H70,-87.99143,41.83608,1643971953
28514,C,0,686050,In Transit,31,Fleet,H93,-88.16652,41.87295,1643971953
29083,C,0,430521,In Transit,24,Fleet,H78,-87.93952,41.96753,1643971954
28638,C,0,586482,In Transit,6,Fleet,H62,-88.25353,41.97975,1643971956
28518,C,100,651585,Spreading,35,Fleet,H60,-88.00682,41.71247,1643971982
28571,M,100,591238,Spreading,29,Fleet,H69,-88.03158,41.7726,1643971983
28646,C,0,686050,In Transit,29,Fleet,H93,-88.16338,41.87192,1643971983
28637,C,0,430521,In Transit,33,Fleet,H78,-87.93962,41.97123,1643971984
28863,C,0,76865,In Transit,4,Fleet,H85,-88.15203,41.80007,1643971985
28675,C,0,586482,In Transit,13,Fleet,H62,-88.25502,41.97935,1643971990
29140,C,0,591238,In Transit,8,Fleet,H69,-88.03625,41.77242,1643972013
28555,C,0,559947,Idle,0,Fleet,H70,-87.99053,41.84295,1643972013
28505,C,0,686050,Idle,0,Fleet,H93,-88.15867,41.87127,1643972014
28641,C,0,586482,Idle,0,Fleet,H62,-88.25515,41.97735,1643972015
28670,M,0,30939,In Transit,13,Fleet,H74,-88.14258,41.85772,1643972015
28504,C,0,430521,In Transit,31,Fleet,H78,-87.93962,41.97522,1643972015
28634,C,0,76865,Idle,0,Fleet,H85,-88.1523,41.80115,1643972015
28703,C,0,1004646,Idle,0,Fleet,H67,-88.0573,41.95677,1643972043
28652,C,0,591238,In Transit,13,Fleet,H69,-88.03663,41.7722,1643972043
29065,C,0,686050,In Transit,8,Fleet,H93,-88.15833,41.87135,1643972043
28620,C,0,586482,In Transit,6,Fleet,H62,-88.25518,41.9773,1643972045
28774,M,0,30939,In Transit,29,Fleet,H74,-88.14257,41.86247,1643972045
28801,C,0,430521,In Transit,33,Fleet,H78,-87.93963,41.97933,1643972045
28511,C,0,76865,In Transit,8,Fleet,H85,-88.15237,41.80137,1643972045
28655,C,0,591238,In Transit,6,Fleet,H69,-88.03577,41.77168,1643972073
28772,C,0,686050,In Transit,31,Fleet,H93,-88.15698,41.87537,1643972073
28534,C,0,430521,In Transit,29,Fleet,H78,-87.93967,41.98347,1643972074
28729,C,0,586482,In Transit,40,Fleet,H62,-88.25985,41.97672,1643972075
28656,M,0,30939,In Transit,4,Fleet,H74,-88.14268,41.86378,1643972075
28947,C,0,76865,In Transit,22,Fleet,H85,-88.15642,41.80137,1643972075
29072,C,0,686050,In Transit,33,Fleet,H93,-88.15665,41.87852,1643972103
29095,C,0,430521,In Transit,6,Fleet,H78,-87.93988,41.98698,1643972104
28712,M,0,30939,In Transit,33,Fleet,H74,-88.14322,41.86583,1643972105
28606,C,0,76865,In Transit,29,Fleet,H85,-88.15923,41.80128,1643972105
28522,C,0,586482,In Transit,8,Fleet,H62,-88.2634,41.97687,1643972106
28593,C,0,559947,Idle,0,Fleet,H70,-87.98347,41.84568,1643972132
28524,C,0,591238,Idle,0,Fleet,H69,-88.03472,41.77222,1643972133
29203,C,0,430532,In Transit,17,Fleet,H78,-87.93988,41.98427,1643972133
28733,C,0,686050,In Transit,24,Fleet,H93,-88.15663,41.88252,1643972133
28577,M,0,30939,In Transit,33,Fleet,H74,-88.14507,41.87147,1643972134
28924,C,0,76865,In Transit,24,Fleet,H85,-88.16523,41.80158,1643972134
28752,C,0,586482,In Transit,6,Fleet,H62,-88.26327,41.97683,1643972135
28688,C,0,686050,In Transit,31,Fleet,H93,-88.15693,41.88588,1643972164
28536,C,0,1004646,Idle,0,Fleet,H67,-88.05733,41.9568,1643972165
28736,M,0,30939,In Transit,33,Fleet,H74,-88.14613,41.874,1643972166
28704,C,0,430532,In Transit,29,Fleet,H78,-87.93983,41.98138,1643972166
28629,C,0,76865,In Transit,22,Fleet,H85,-88.16783,41.80185,1643972166
29020,C,0,586489,In Transit,38,Fleet,H62,-88.25815,41.97682,1643972167
28702,C,0,147,Idle,0,Fleet,H94,-88.1453,41.86542,1643972186
28627,C,0,559947,In Transit,13,Fleet,H70,-87.9829,41.846,1643972193
28832,C,0,686050,Idle,0,Fleet,H93,-88.15725,41.88775,1643972193
28970,M,0,30939,In Transit,38,Fleet,H74,-88.14825,41.8799,1643972194
28689,C,0,430532,In Transit,31,Fleet,H78,-87.93978,41.97743,1643972194
28590,C,0,76865,In Transit,8,Fleet,H85,-88.17232,41.80253,1643972194
28933,C,0,586500,In Transit,44,Fleet,H62,-88.25225,41.97717,1643972195
28940,C,0,430532,In Transit,22,Fleet,H78,-87.9408,41.97625,1643972223
28781,C,0,76865,In Transit,6,Fleet,H85,-88.1719,41.80343,1643972223
28919,C,0,686050,In Transit,13,Fleet,H93,-88.1576,41.8879,1643972223
28587,C,0,586500,In Transit,46,Fleet,H62,-88.2445,41.97688,1643972224
28660,M,0,30939,In Transit,38,Fleet,H74,-88.14928,41.88307,1643972224
28619,C,0,686050,In Transit,35,Fleet,H93,-88.16062,41.88662,1643972253
28761,C,0,586500,In Transit,29,Fleet,H62,-88.2377,41.97598,1643972254
28532,M,0,30939,Idle,0,Fleet,H74,-88.15087,41.88787,1643972254
28887,C,0,430532,In Transit,35,Fleet,H78,-87.94425,41.979,1643972254
28843,C,0,76865,In Transit,2,Fleet,H85,-88.1731,41.80383,1643972255
29244,C,0,686050,In Transit,38,Fleet,H93,-88.16843,41.88613,1643972283
28599,M,0,30939,In Transit,15,Fleet,H74,-88.15055,41.88812,1643972285
28715,C,0,430532,In Transit,33,Fleet,H78,-87.94967,41.98055,1643972285
28892,C,250,586500,Spreading,35,Fleet,H62,-88.23385,41.9754,1643972286
28807,C,0,76865,Idle,0,Fleet,H85,-88.17305,41.80415,1643972286
29987,C,0,147,In Transit,6,Fleet,H94,-88.14558,41.86535,1643972313
29918,C,0,686050,In Transit,38,Fleet,H93,-88.17263,41.88605,1643972314
29993,C,0,586518,In Transit,42,Fleet,H62,-88.22762,41.97498,1643972316
29620,M,0,30939,In Transit,31,Fleet,H74,-88.1476,41.88802,1643972316
29653,C,0,430532,Idle,0,Fleet,H78,-87.95217,41.98103,1643972316
29787,C,0,147,In Transit,6,Fleet,H94,-88.14672,41.86515,1643972342
30083,C,0,586518,Idle,0,Fleet,H62,-88.22302,41.97485,1643972344
29904,M,0,30939,In Transit,33,Fleet,H74,-88.13963,41.88782,1643972344
29986,C,0,430536,Idle,0,Fleet,H78,-87.95267,41.98163,1643972344
30465,C,0,686050,In Transit,38,Fleet,H93,-88.1815,41.88593,1643972344
29691,C,0,147,Idle,0,Fleet,H94,-88.14663,41.86493,1643972372
29684,C,100,686053,Idle,0,Fleet,H93,-88.1843,41.88597,1643972375
29879,C,0,586518,In Transit,6,Fleet,H62,-88.2229,41.97483,1643972376
29614,M,0,30939,In Transit,20,Fleet,H74,-88.13673,41.88773,1643972376
29789,C,0,430536,In Transit,11,Fleet,H78,-87.95273,41.98213,1643972376
30334,C,0,686064,In Transit,26,Fleet,H93,-88.18695,41.8859,1643972404
29598,C,0,430536,In Transit,22,Fleet,H78,-87.955,41.98265,1643972405
29662,C,0,586518,In Transit,11,Fleet,H62,-88.22272,41.97492,1643972406
29638,M,0,30939,In Transit,33,Fleet,H74,-88.1299,41.88772,1643972406
29847,C,0,686064,In Transit,31,Fleet,H93,-88.19197,41.88533,1643972433
29966,M,0,30939,In Transit,38,Fleet,H74,-88.12587,41.88778,1643972436
29849,C,0,430536,Idle,0,Fleet,H78,-87.9588,41.98355,1643972436
29917,C,0,586518,In Transit,15,Fleet,H62,-88.22292,41.97763,1643972437
29863,C,0,1004646,Idle,0,Fleet,H67,-88.05732,41.95675,1643972464
29728,C,0,686064,Idle,0,Fleet,H93,-88.19422,41.88522,1643972464
29901,C,0,586518,In Transit,33,Fleet,H62,-88.22815,41.97765,1643972465
29737,M,0,30939,In Transit,33,Fleet,H74,-88.11882,41.88792,1643972465
29804,C,0,430536,In Transit,6,Fleet,H78,-87.95883,41.98355,1643972465
30782,C,0,586518,In Transit,11,Fleet,H62,-88.23313,41.97723,1643972494
30810,M,0,30939,In Transit,33,Fleet,H74,-88.11497,41.88798,1643972494
30761,C,0,430536,In Transit,33,Fleet,H78,-87.96328,41.9838,1643972494
30943,C,0,651706,Idle,0,Fleet,H60,-88.00712,41.70065,1643972523
31581,C,0,686064,In Transit,35,Fleet,H93,-88.19438,41.88765,1643972523
30807,C,0,430536,In Transit,33,Fleet,H78,-87.96903,41.98397,1643972524
30864,C,0,586518,In Transit,33,Fleet,H62,-88.23202,41.98075,1643972525
30760,M,0,30939,In Transit,24,Fleet,H74,-88.10825,41.88812,1643972525
30888,C,0,651706,Idle,0,Fleet,H60,-88.00693,41.7004,1643972553
31022,C,0,686064,In Transit,38,Fleet,H93,-88.19433,41.89073,1643972554
30831,C,0,586518,In Transit,26,Fleet,H62,-88.2281,41.9836,1643972556
30852,M,0,30939,Idle,0,Fleet,H74,-88.10733,41.88813,1643972556
30842,C,0,430536,In Transit,15,Fleet,H78,-87.9702,41.98297,1643972556
31037,C,0,430536,In Transit,35,Fleet,H78,-87.9649,41.98282,1643972583
30988,C,0,686064,In Transit,35,Fleet,H93,-88.19425,41.89698,1643972583
30741,C,0,586518,In Transit,13,Fleet,H62,-88.22662,41.98382,1643972584
30719,M,0,30939,In Transit,33,Fleet,H74,-88.10485,41.88818,1643972584
30934,C,100,651706,Spreading,17,Fleet,H60,-88.00638,41.6999,1643972613
30738,C,0,430536,Idle,0,Fleet,H78,-87.95963,41.98237,1643972614
30727,C,0,686064,Idle,0,Fleet,H93,-88.1954,41.89988,1643972614
30850,C,0,586518,Idle,0,Fleet,H62,-88.22238,41.98358,1643972615
30920,M,0,30939,In Transit,35,Fleet,H74,-88.10085,41.88825,1643972615
31508,C,0,651726,In Transit,22,Fleet,H60,-88.0063,41.6975,1643972643
30859,C,0,686064,In Transit,26,Fleet,H93,-88.19675,41.90008,1643972644
30797,M,0,30939,In Transit,20,Fleet,H74,-88.0936,41.88837,1643972646
32279,C,0,651726,In Transit,6,Fleet,H60,-88.00628,41.69658,1643972681
31927,C,0,686064,In Transit,29,Fleet,H93,-88.20098,41.90005,1643972681
32005,M,0,30939,In Transit,22,Fleet,H74,-88.09192,41.8884,1643972683
32470,C,0,651726,In Transit,35,Fleet,H60,-88.00603,41.69063,1643972703
32124,C,0,686064,In Transit,2,Fleet,H93,-88.20342,41.90005,1643972704
31964,M,0,30939,In Transit,33,Fleet,H74,-88.08475,41.88873,1643972705
31871,C,0,430536,In Transit,11,Fleet,H78,-87.95922,41.9824,1643972705
31838,C,0,651726,In Transit,35,Fleet,H60,-88.00575,41.68793,1643972734
32196,C,0,686064,In Transit,29,Fleet,H93,-88.20707,41.9,1643972734
31976,C,0,430536,In Transit,15,Fleet,H78,-87.95942,41.9836,1643972735
32108,M,0,30939,In Transit,13,Fleet,H74,-88.08218,41.88902,1643972736
31884,C,0,1004646,Idle,0,Fleet,H67,-88.05728,41.95677,1643972763
32081,C,0,651726,Idle,0,Fleet,H60,-88.00428,41.6857,1643972764
32176,C,0,686064,In Transit,33,Fleet,H93,-88.21063,41.89995,1643972764
32288,M,0,30939,In Transit,31,Fleet,H74,-88.08218,41.89123,1643972766
31944,C,0,430536,In Transit,24,Fleet,H78,-87.96373,41.98385,1643972766
32002,C,0,430536,In Transit,22,Fleet,H78,-87.96752,41.98397,1643972794
31876,C,0,686064,In Transit,29,Fleet,H93,-88.21787,41.89985,1643972794
32090,M,0,30939,In Transit,2,Fleet,H74,-88.0821,41.89412,1643972795
32184,C,0,686064,In Transit,17,Fleet,H93,-88.22088,41.8998,1643972824
32155,M,0,30939,In Transit,29,Fleet,H74,-88.0821,41.89583,1643972825
32330,C,0,430536,In Transit,8,Fleet,H78,-87.97028,41.98402,1643972825
33458,C,0,430536,In Transit,31,Fleet,H78,-87.9739,41.98412,1643972854
33525,C,0,686064,In Transit,26,Fleet,H93,-88.22565,41.89973,1643972854
33052,M,0,30939,In Transit,29,Fleet,H74,-88.08208,41.90082,1643972855
33007,C,0,559947,In Transit,6,Fleet,H70,-87.97272,41.85182,1643972882
33428,C,0,686064,In Transit,29,Fleet,H93,-88.22932,41.89968,1643972883
33416,M,0,30939,In Transit,2,Fleet,H74,-88.08102,41.90218,1643972885
33855,C,0,430536,In Transit,17,Fleet,H78,-87.97755,41.98422,1643972885
33006,C,0,147,Idle,0,Fleet,H94,-88.14655,41.86487,1643972888
33074,C,0,147,In Transit,6,Fleet,H94,-88.14653,41.86508,1643972912
33515,C,0,686064,In Transit,31,Fleet,H93,-88.235,41.8996,1643972914
32993,M,0,30939,In Transit,2,Fleet,H74,-88.08077,41.90217,1643972916
33369,C,0,430536,In Transit,13,Fleet,H78,-87.97988,41.9843,1643972916
33004,C,0,147,Idle,0,Fleet,H94,-88.1463,41.86567,1643972942
33103,C,150,686064,Spreading,8,Fleet,H93,-88.2381,41.89963,1643972943
33065,M,0,30939,Idle,0,Fleet,H74,-88.08057,41.90157,1643972944
33554,C,0,430536,In Transit,33,Fleet,H78,-87.97972,41.98785,1643972944
33322,C,0,147,Idle,0,Fleet,H94,-88.14638,41.8657,1643972972
33160,C,0,686068,In Transit,29,Fleet,H93,-88.23818,41.9021,1643972973
33349,C,0,430536,In Transit,24,Fleet,H78,-87.9795,41.99115,1643972975
33157,C,300,559955,Spreading,17,Fleet,H70,-87.97248,41.84705,1643973003
33036,C,0,686068,In Transit,33,Fleet,H93,-88.23812,41.90637,1643973003
33022,C,0,430536,Idle,0,Fleet,H78,-87.97945,41.99223,1643973006
34315,C,0,559961,Idle,0,Fleet,H70,-87.97247,41.84673,1643973032
34290,C,0,686072,In Transit,31,Fleet,H93,-88.23808,41.90992,1643973033
34128,C,0,586518,Idle,0,Fleet,H62,-88.22173,41.98362,1643973034
34248,C,0,430536,In Transit,8,Fleet,H78,-87.97963,41.99222,1643973035
34207,C,400,559964,Spreading,15,Fleet,H70,-87.9725,41.846,1643973062
34118,C,0,1004646,Idle,0,Fleet,H67,-88.05732,41.95677,1643973063
34143,C,0,686072,In Transit,33,Fleet,H93,-88.23802,41.91515,1643973063
34543,C,0,586518,In Transit,6,Fleet,H62,-88.22187,41.98358,1643973064
34622,C,0,430536,In Transit,33,Fleet,H78,-87.97978,41.98882,1643973064
34331,C,0,147,Idle,0,Fleet,H94,-88.14643,41.86573,1643973092
34231,C,100,651819,Spreading,26,Fleet,H60,-88.00665,41.71273,1643973093
34496,C,0,430536,Idle,0,Fleet,H78,-87.98015,41.98427,1643973094
34967,C,100,686080,Spreading,29,Fleet,H93,-88.23792,41.91905,1643973094
34396,C,0,586518,In Transit,6,Fleet,H62,-88.22668,41.9839,1643973095
34206,C,100,651828,Spreading,33,Fleet,H60,-88.00672,41.71477,1643973123
34761,C,0,686088,In Transit,8,Fleet,H93,-88.23817,41.91972,1643973123
34511,C,0,586518,In Transit,22,Fleet,H62,-88.22937,41.9831,1643973124
34877,C,0,651853,In Transit,35,Fleet,H60,-88.00688,41.71942,1643973153
34275,C,0,686088,In Transit,31,Fleet,H93,-88.23808,41.91523,1643973154
34473,C,0,586518,In Transit,26,Fleet,H62,-88.2322,41.98062,1643973155
34799,C,0,430536,In Transit,8,Fleet,H78,-87.98017,41.98422,1643973155
34159,C,0,147,Idle,0,Fleet,H94,-88.14647,41.86573,1643973182
34156,C,0,651853,In Transit,35,Fleet,H60,-88.00867,41.72458,1643973183
34370,C,0,559966,In Transit,26,Fleet,H70,-87.97198,41.83325,1643973183
34492,C,0,686088,In Transit,33,Fleet,H93,-88.23813,41.9123,1643973183
34151,C,0,586518,In Transit,4,Fleet,H62,-88.23318,41.9778,1643973185
34505,C,0,430547,In Transit,29,Fleet,H78,-87.97992,41.98093,1643973185
35542,C,0,651853,In Transit,35,Fleet,H60,-88.01158,41.72893,1643973213
