OID_,Device,Device_Group,datetimerecorded,Speed,Longitude,Latitude,Ignition,Aux1,Valid,Valid_GPS,datetime1
10507,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:49:58 PM,6,-96.726270000000000,43.522350000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:49:58
10508,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:49:59 PM,1,-96.728269999999995,43.543480000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:49:59
10509,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:50:01 PM,2,-96.731030000000004,43.475149999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:50:01
10510,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:50:03 PM,0,-96.726270000000000,43.522280000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:50:03
10511,Street Flusher SF820028,"Flushers, Route Group, Flushers",12/10/2021 4:50:14 PM,0,-96.713859999999997,43.571379999999998,FALSE,FALSE,TRUE,FALSE,12/10/2021 4:50:14
10512,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:50:25 PM,4,-96.731600000000000,43.475169999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:50:25
10513,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:50:26 PM,4,-96.778009999999995,43.432729999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:50:26
10514,Contractor First Rate Blade 4,"Contractor Motor Graders, First Rate",12/10/2021 4:50:30 PM,6,-96.671409999999995,43.543039999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:50:30
10515,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:50:30 PM,0,-96.731650000000002,43.475169999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:50:30
10516,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:50:34 PM,4,-96.727630000000005,43.543450000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:50:34
10517,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:50:34 PM,1,-96.731620000000007,43.475169999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:50:34
10518,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:50:35 PM,0,-96.726270000000000,43.522230000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:50:35
10519,Contractor First Rate Blade 4,"Contractor Motor Graders, First Rate",12/10/2021 4:50:36 PM,0,-96.671409999999995,43.543120000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:50:36
10520,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:50:39 PM,6,-96.778239999999997,43.432450000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:50:39
10521,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:50:47 PM,4,-96.778040000000004,43.432420000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:50:47
10522,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:50:52 PM,2,-96.726270000000000,43.522230000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:50:52
10523,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:50:56 PM,4,-96.727199999999996,43.543419999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:50:56
10524,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:51:01 PM,0,-96.727140000000006,43.543419999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:51:01
10525,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:51:06 PM,1,-96.727119999999999,43.543419999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:51:06
10526,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:51:11 PM,2,-96.778009999999995,43.432749999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:51:11
10527,Contractor First Rate Blade 4,"Contractor Motor Graders, First Rate",12/10/2021 4:51:21 PM,0,-96.671459999999996,43.543120000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:51:21
10528,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:51:21 PM,10,-96.730159999999998,43.475149999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:51:21
10529,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:51:22 PM,2,-96.726879999999994,43.543399999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:51:22
10530,Contractor Prairie States Blade 1,"Contractor Motor Graders, Prairie States",12/10/2021 4:51:25 PM,10,-96.774039999999999,43.507530000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:51:25
10531,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:51:32 PM,0,-96.729749999999996,43.475149999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:51:32
10532,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:51:32 PM,9,-96.726270000000000,43.521259999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:51:32
10533,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:51:36 PM,0,-96.729749999999996,43.475149999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:51:36
10534,Street Sander SF829022,"Sanders, Sanders",12/10/2021 4:51:37 PM,0,-96.715639999999993,43.571100000000001,FALSE,FALSE,TRUE,FALSE,12/10/2021 4:51:37
10535,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:51:39 PM,4,-96.726270000000000,43.521050000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:51:39
10536,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:51:40 PM,1,-96.729749999999996,43.475169999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:51:40
10537,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:51:44 PM,4,-96.778109999999998,43.433239999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:51:44
10538,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:51:44 PM,9,-96.726270000000000,43.520899999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:51:44
10539,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:51:50 PM,4,-96.726299999999995,43.520719999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:51:50
10540,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:51:53 PM,7,-96.730090000000004,43.475169999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:51:53
10541,Contractor First Rate Blade 4,"Contractor Motor Graders, First Rate",12/10/2021 4:52:05 PM,1,-96.671409999999995,43.543140000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:05
10542,Contractor Prairie States Blade 1,"Contractor Motor Graders, Prairie States",12/10/2021 4:52:08 PM,10,-96.771640000000005,43.507530000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:08
10543,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:52:11 PM,4,-96.778499999999994,43.433650000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:11
10544,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:52:13 PM,4,-96.726810000000000,43.542679999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:13
10545,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:52:14 PM,0,-96.778499999999994,43.433680000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:14
10546,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:52:14 PM,7,-96.726270000000000,43.519970000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:14
10547,Contractor Prairie States Blade 1,"Contractor Motor Graders, Prairie States",12/10/2021 4:52:17 PM,0,-96.771349999999998,43.507530000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:17
10548,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:52:17 PM,2,-96.778499999999994,43.433680000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:17
10549,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:52:20 PM,0,-96.726810000000000,43.542610000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:20
10550,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:52:25 PM,1,-96.726810000000000,43.542610000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:25
10551,Contractor First Rate Blade 4,"Contractor Motor Graders, First Rate",12/10/2021 4:52:27 PM,2,-96.671180000000007,43.543320000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:27
10552,Contractor Prairie States Blade 1,"Contractor Motor Graders, Prairie States",12/10/2021 4:52:27 PM,1,-96.771349999999998,43.507530000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:27
10553,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:52:33 PM,4,-96.731600000000000,43.475169999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:33
10554,Contractor First Rate Blade 4,"Contractor Motor Graders, First Rate",12/10/2021 4:52:37 PM,7,-96.670820000000006,43.543320000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:37
10555,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:52:37 PM,0,-96.731650000000002,43.475169999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:37
10556,Contractor Prairie States Blade 1,"Contractor Motor Graders, Prairie States",12/10/2021 4:52:38 PM,14,-96.770809999999997,43.507530000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:38
10557,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:52:40 PM,1,-96.731620000000007,43.475169999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:40
10558,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:52:43 PM,6,-96.731579999999994,43.475169999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:43
10559,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:52:47 PM,7,-96.726810000000000,43.542220000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:47
10560,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:52:50 PM,4,-96.778059999999996,43.433290000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:50
10561,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:52:58 PM,0,-96.777979999999999,43.433219999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:52:58
10562,Contractor First Rate Blade 4,"Contractor Motor Graders, First Rate",12/10/2021 4:53:00 PM,8,-96.669770000000000,43.543270000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:00
10563,Contractor Prairie States Blade 1,"Contractor Motor Graders, Prairie States",12/10/2021 4:53:04 PM,12,-96.768940000000001,43.507559999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:04
10564,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:53:11 PM,0,-96.726810000000000,43.541710000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:11
10565,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:53:15 PM,7,-96.730599999999995,43.475149999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:15
10566,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:53:17 PM,1,-96.726810000000000,43.541679999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:17
10567,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:53:20 PM,0,-96.726810000000000,43.541679999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:20
10568,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:53:23 PM,1,-96.726810000000000,43.541679999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:23
10569,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:53:27 PM,10,-96.729929999999996,43.475149999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:27
10570,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:53:31 PM,1,-96.778009999999995,43.433239999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:31
10571,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:53:32 PM,0,-96.778009999999995,43.433239999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:32
10572,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:53:37 PM,0,-96.729619999999997,43.475149999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:37
10573,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:53:37 PM,2,-96.778009999999995,43.433239999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:37
10574,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:53:38 PM,0,-96.726860000000002,43.541809999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:38
10575,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:53:38 PM,1,-96.729619999999997,43.475149999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:38
10576,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:53:41 PM,1,-96.726860000000002,43.541789999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:41
10577,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:53:43 PM,0,-96.726860000000002,43.541789999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:43
10578,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:53:46 PM,2,-96.729709999999997,43.475169999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:46
10579,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:53:52 PM,0,-96.726860000000002,43.541809999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:52
10580,Contractor First Rate Blade 4,"Contractor Motor Graders, First Rate",12/10/2021 4:53:53 PM,7,-96.667670000000001,43.543370000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:53
10581,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:53:53 PM,9,-96.726249999999993,43.516410000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:53:53
10582,Contractor First Rate Blade 4,"Contractor Motor Graders, First Rate",12/10/2021 4:54:07 PM,0,-96.667339999999996,43.543419999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:07
10583,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:54:12 PM,4,-96.778440000000003,43.433700000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:12
10584,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:54:15 PM,0,-96.778469999999999,43.433729999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:15
10585,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:54:16 PM,1,-96.778469999999999,43.433729999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:16
10586,Contractor First Rate Blade 4,"Contractor Motor Graders, First Rate",12/10/2021 4:54:17 PM,1,-96.667339999999996,43.543419999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:17
10587,Contractor First Rate Blade 4,"Contractor Motor Graders, First Rate",12/10/2021 4:54:18 PM,0,-96.667339999999996,43.543419999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:18
10588,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:54:20 PM,9,-96.726219999999998,43.515389999999996,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:20
10589,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:54:25 PM,1,-96.726879999999994,43.541840000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:25
10590,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:54:26 PM,0,-96.726879999999994,43.541840000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:26
10591,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:54:29 PM,5,-96.778239999999997,43.433549999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:29
10592,Contractor First Rate Blade 4,"Contractor Motor Graders, First Rate",12/10/2021 4:54:33 PM,1,-96.667339999999996,43.543419999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:33
10593,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:54:35 PM,1,-96.726879999999994,43.541840000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:35
10594,Contractor First Rate Blade 4,"Contractor Motor Graders, First Rate",12/10/2021 4:54:39 PM,3,-96.667270000000002,43.543450000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:39
10595,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:54:40 PM,0,-96.726219999999998,43.515059999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:40
10596,Contractor Prairie States Blade 1,"Contractor Motor Graders, Prairie States",12/10/2021 4:54:43 PM,11,-96.762730000000005,43.507579999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:43
10597,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:54:45 PM,7,-96.726860000000002,43.542020000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:45
10598,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:54:47 PM,4,-96.777979999999999,43.433290000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:47
10599,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:54:48 PM,1,-96.726219999999998,43.515059999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:48
10600,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:54:49 PM,0,-96.726860000000002,43.542070000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:49
10601,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:54:51 PM,1,-96.726860000000002,43.542070000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:51
10602,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:54:51 PM,0,-96.777979999999999,43.433270000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:51
10603,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:54:53 PM,2,-96.777979999999999,43.433270000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:53
10604,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:54:54 PM,2,-96.731030000000004,43.475200000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:54
10605,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:54:58 PM,5,-96.726860000000002,43.541989999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:54:58
10606,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:55:07 PM,7,-96.726219999999998,43.514749999999999,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:07
10607,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:55:16 PM,2,-96.726810000000000,43.541660000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:16
10608,Contractor Prairie States Blade 1,"Contractor Motor Graders, Prairie States",12/10/2021 4:55:16 PM,11,-96.760859999999994,43.507610000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:16
10609,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:55:19 PM,6,-96.778160000000000,43.433650000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:19
10610,Contractor First Rate Blade 4,"Contractor Motor Graders, First Rate",12/10/2021 4:55:28 PM,7,-96.666139999999999,43.543419999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:28
10611,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:55:28 PM,1,-96.778270000000006,43.433750000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:28
10612,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:55:29 PM,0,-96.778239999999997,43.433750000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:29
10613,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:55:30 PM,1,-96.778239999999997,43.433729999999997,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:30
10614,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:55:31 PM,6,-96.726709999999997,43.541449999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:31
10615,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:55:32 PM,6,-96.726200000000006,43.514110000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:32
10616,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:55:41 PM,1,-96.726330000000004,43.514029999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:41
10617,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:55:44 PM,6,-96.778009999999995,43.433529999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:44
10618,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:55:44 PM,4,-96.726270000000000,43.514029999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:44
10619,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:55:48 PM,10,-96.726070000000007,43.541449999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:48
10620,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:55:48 PM,0,-96.777979999999999,43.433500000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:48
10621,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:55:53 PM,0,-96.777959999999993,43.433500000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:53
10622,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:55:54 PM,1,-96.777979999999999,43.433500000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:54
10623,Contractor Prairie States Blade 1,"Contractor Motor Graders, Prairie States",12/10/2021 4:55:57 PM,10,-96.758709999999994,43.508299999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:57
10624,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:55:59 PM,0,-96.726119999999995,43.513930000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:55:59
10625,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:56:00 PM,2,-96.726119999999995,43.513930000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:56:00
10626,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:56:08 PM,4,-96.778160000000000,43.433650000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:56:08
10627,Contractor First Rate Blade 4,"Contractor Motor Graders, First Rate",12/10/2021 4:56:18 PM,9,-96.663929999999993,43.543680000000002,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:56:18
10628,Contractor Prairie States Blade 1,"Contractor Motor Graders, Prairie States",12/10/2021 4:56:22 PM,9,-96.757379999999998,43.508350000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:56:22
10629,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:56:22 PM,2,-96.778440000000003,43.433750000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:56:22
10630,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:56:22 PM,0,-96.726119999999995,43.514139999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:56:22
10631,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:56:23 PM,0,-96.778440000000003,43.433750000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:56:23
10632,Contractor Seal Pros Blade 1,"Contractor Motor Graders, Seal Pros",12/10/2021 4:56:24 PM,1,-96.778440000000003,43.433750000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:56:24
10633,Contractor Prairie States Blade 1,"Contractor Motor Graders, Prairie States",12/10/2021 4:56:28 PM,2,-96.757230000000007,43.508350000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:56:28
10634,Street Sander SF829037,"Sanders, Sanders",12/10/2021 4:56:31 PM,0,-96.713369999999998,43.570950000000003,FALSE,FALSE,TRUE,FALSE,12/10/2021 4:56:31
10635,Contractor RMS Excavating Blade 2,Contractor Motor Graders,12/10/2021 4:56:33 PM,7,-96.733959999999996,43.475200000000001,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:56:33
10636,Contractor D&G Blade 1,"Contractor Motor Graders, D&G Concrete",12/10/2021 4:56:35 PM,5,-96.723950000000002,43.541400000000003,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:56:35
10637,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:56:36 PM,1,-96.726119999999995,43.514139999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:56:36
10638,Contractor Prairie States Blade 1,"Contractor Motor Graders, Prairie States",12/10/2021 4:56:37 PM,4,-96.756990000000002,43.508350000000000,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:56:37
10639,Contractor Seal Pros Blade 2,"Contractor Motor Graders, Seal Pros",12/10/2021 4:56:37 PM,0,-96.726119999999995,43.514139999999998,TRUE,FALSE,TRUE,TRUE,12/10/2021 4:56:37
10640,Street Sander SF829037,"Sanders, Sanders",12/10/2021 4:56:38 PM,0,-96.713369999999998,43.570950000000003,FALSE,FALSE,TRUE,FALSE,12/10/2021 4:56:38
